X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53,X54,Y54,Z54,X55,Y55,Z55,X56,Y56,Z56,X57,Y57,Z57,X58,Y58,Z58,X59,Y59,Z59,X60,Y60,Z60,X61,Y61,Z61,X62,Y62,Z62,X63,Y63,Z63
0.533493649,0,0.125,0.530924731,0.052291522,0.125,0.523242718,0.104079448,0.125,0.510521592,0.154865032,0.125,0.492883863,0.204159181,0.125,0.470499393,0.251487165,0.125,0.443583758,0.296393191,0.125,0.412396168,0.338444788,0.125,0.377236977,0.377236977,0.125,0.338444788,0.412396168,0.125,0.296393191,0.443583758,0.125,0.251487165,0.470499393,0.125,0.204159181,0.492883863,0.125,0.154865032,0.510521592,0.125,0.104079448,0.523242718,0.125,0.052291522,0.530924731,0.125,6.24977E-16,0.533493649,0.125,-0.052291522,0.530924731,0.125,-0.104079448,0.523242718,0.125,-0.154865032,0.510521592,0.125,-0.204159181,0.492883863,0.125,-0.251487165,0.470499393,0.125,-0.296393191,0.443583758,0.125,-0.338444788,0.412396168,0.125,-0.377236977,0.377236977,0.125,-0.412396168,0.338444788,0.125,-0.443583758,0.296393191,0.125,-0.470499393,0.251487165,0.125,-0.492883863,0.204159181,0.125,-0.510521592,0.154865032,0.125,-0.523242718,0.104079448,0.125,-0.530924731,0.052291522,0.125,-0.533493649,-2.54075E-15,0.125,-0.530924731,-0.052291522,0.125,-0.523242718,-0.104079448,0.125,-0.510521592,-0.154865032,0.125,-0.492883863,-0.204159181,0.125,-0.470499393,-0.251487165,0.125,-0.443583758,-0.296393191,0.125,-0.412396168,-0.338444788,0.125,-0.377236977,-0.377236977,0.125,-0.338444788,-0.412396168,0.125,-0.296393191,-0.443583758,0.125,-0.251487165,-0.470499393,0.125,-0.204159181,-0.492883863,0.125,-0.154865032,-0.510521592,0.125,-0.104079448,-0.523242718,0.125,-0.052291522,-0.530924731,0.125,7.00952E-15,-0.533493649,0.125,0.052291522,-0.530924731,0.125,0.104079448,-0.523242718,0.125,0.154865032,-0.510521592,0.125,0.204159181,-0.492883863,0.125,0.251487165,-0.470499393,0.125,0.296393191,-0.443583758,0.125,0.338444788,-0.412396168,0.125,0.377236977,-0.377236977,0.125,0.412396168,-0.338444788,0.125,0.443583758,-0.296393191,0.125,0.470499393,-0.251487165,0.125,0.492883863,-0.204159181,0.125,0.510521592,-0.154865032,0.125,0.523242718,-0.104079448,0.125,0.530924731,-0.052291522,0.125
0.519030117,0,0.095670858,0.516530845,0.050873848,0.095670858,0.509057099,0.101257753,0.095670858,0.496680854,0.15066649,0.095670858,0.479521302,0.198624227,0.095670858,0.457743697,0.244669103,0.095670858,0.43155777,0.288357683,0.095670858,0.401215706,0.32926922,0.095670858,0.367009715,0.367009715,0.095670858,0.32926922,0.401215706,0.095670858,0.288357683,0.43155777,0.095670858,0.244669103,0.457743697,0.095670858,0.198624227,0.479521302,0.095670858,0.15066649,0.496680854,0.095670858,0.101257753,0.509057099,0.095670858,0.050873848,0.516530845,0.095670858,6.08034E-16,0.519030117,0.095670858,-0.050873848,0.516530845,0.095670858,-0.101257753,0.509057099,0.095670858,-0.15066649,0.496680854,0.095670858,-0.198624227,0.479521302,0.095670858,-0.244669103,0.457743697,0.095670858,-0.288357683,0.43155777,0.095670858,-0.32926922,0.401215706,0.095670858,-0.367009715,0.367009715,0.095670858,-0.401215706,0.32926922,0.095670858,-0.43155777,0.288357683,0.095670858,-0.457743697,0.244669103,0.095670858,-0.479521302,0.198624227,0.095670858,-0.496680854,0.15066649,0.095670858,-0.509057099,0.101257753,0.095670858,-0.516530845,0.050873848,0.095670858,-0.519030117,-2.47186E-15,0.095670858,-0.516530845,-0.050873848,0.095670858,-0.509057099,-0.101257753,0.095670858,-0.496680854,-0.15066649,0.095670858,-0.479521302,-0.198624227,0.095670858,-0.457743697,-0.244669103,0.095670858,-0.43155777,-0.288357683,0.095670858,-0.401215706,-0.32926922,0.095670858,-0.367009715,-0.367009715,0.095670858,-0.32926922,-0.401215706,0.095670858,-0.288357683,-0.43155777,0.095670858,-0.244669103,-0.457743697,0.095670858,-0.198624227,-0.479521302,0.095670858,-0.15066649,-0.496680854,0.095670858,-0.101257753,-0.509057099,0.095670858,-0.050873848,-0.516530845,0.095670858,6.81949E-15,-0.519030117,0.095670858,0.050873848,-0.516530845,0.095670858,0.101257753,-0.509057099,0.095670858,0.15066649,-0.496680854,0.095670858,0.198624227,-0.479521302,0.095670858,0.244669103,-0.457743697,0.095670858,0.288357683,-0.43155777,0.095670858,0.32926922,-0.401215706,0.095670858,0.367009715,-0.367009715,0.095670858,0.401215706,-0.32926922,0.095670858,0.43155777,-0.288357683,0.095670858,0.457743697,-0.244669103,0.095670858,0.479521302,-0.198624227,0.095670858,0.496680854,-0.15066649,0.095670858,0.509057099,-0.101257753,0.095670858,0.516530845,-0.050873848,0.095670858
0.508518543,0,0.064704761,0.506069888,0.049843533,0.064704761,0.498747502,0.099207046,0.064704761,0.486621906,0.147615141,0.064704761,0.469809874,0.194601622,0.064704761,0.448473317,0.239713982,0.064704761,0.422817716,0.282517766,0.064704761,0.39309015,0.322600749,0.064704761,0.35957691,0.35957691,0.064704761,0.322600749,0.39309015,0.064704761,0.282517766,0.422817716,0.064704761,0.239713982,0.448473317,0.064704761,0.194601622,0.469809874,0.064704761,0.147615141,0.486621906,0.064704761,0.099207046,0.498747502,0.064704761,0.049843533,0.506069888,0.064704761,5.9572E-16,0.508518543,0.064704761,-0.049843533,0.506069888,0.064704761,-0.099207046,0.498747502,0.064704761,-0.147615141,0.486621906,0.064704761,-0.194601622,0.469809874,0.064704761,-0.239713982,0.448473317,0.064704761,-0.282517766,0.422817716,0.064704761,-0.322600749,0.39309015,0.064704761,-0.35957691,0.35957691,0.064704761,-0.39309015,0.322600749,0.064704761,-0.422817716,0.282517766,0.064704761,-0.448473317,0.239713982,0.064704761,-0.469809874,0.194601622,0.064704761,-0.486621906,0.147615141,0.064704761,-0.498747502,0.099207046,0.064704761,-0.506069888,0.049843533,0.064704761,-0.508518543,-2.4218E-15,0.064704761,-0.506069888,-0.049843533,0.064704761,-0.498747502,-0.099207046,0.064704761,-0.486621906,-0.147615141,0.064704761,-0.469809874,-0.194601622,0.064704761,-0.448473317,-0.239713982,0.064704761,-0.422817716,-0.282517766,0.064704761,-0.39309015,-0.322600749,0.064704761,-0.35957691,-0.35957691,0.064704761,-0.322600749,-0.39309015,0.064704761,-0.282517766,-0.422817716,0.064704761,-0.239713982,-0.448473317,0.064704761,-0.194601622,-0.469809874,0.064704761,-0.147615141,-0.486621906,0.064704761,-0.099207046,-0.498747502,0.064704761,-0.049843533,-0.506069888,0.064704761,6.68138E-15,-0.508518543,0.064704761,0.049843533,-0.506069888,0.064704761,0.099207046,-0.498747502,0.064704761,0.147615141,-0.486621906,0.064704761,0.194601622,-0.469809874,0.064704761,0.239713982,-0.448473317,0.064704761,0.282517766,-0.422817716,0.064704761,0.322600749,-0.39309015,0.064704761,0.35957691,-0.35957691,0.064704761,0.39309015,-0.322600749,0.064704761,0.422817716,-0.282517766,0.064704761,0.448473317,-0.239713982,0.064704761,0.469809874,-0.194601622,0.064704761,0.486621906,-0.147615141,0.064704761,0.498747502,-0.099207046,0.064704761,0.506069888,-0.049843533,0.064704761
0.502138785,0,0.032631548,0.499720849,0.049218208,0.032631548,0.492490329,0.097962417,0.032631548,0.480516857,0.145763195,0.032631548,0.463915746,0.192160194,0.032631548,0.442846872,0.236706585,0.032631548,0.417513141,0.278973362,0.032631548,0.38815853,0.318553473,0.032631548,0.35506574,0.35506574,0.032631548,0.318553473,0.38815853,0.032631548,0.278973362,0.417513141,0.032631548,0.236706585,0.442846872,0.032631548,0.192160194,0.463915746,0.032631548,0.145763195,0.480516857,0.032631548,0.097962417,0.492490329,0.032631548,0.049218208,0.499720849,0.032631548,5.88246E-16,0.502138785,0.032631548,-0.049218208,0.499720849,0.032631548,-0.097962417,0.492490329,0.032631548,-0.145763195,0.480516857,0.032631548,-0.192160194,0.463915746,0.032631548,-0.236706585,0.442846872,0.032631548,-0.278973362,0.417513141,0.032631548,-0.318553473,0.38815853,0.032631548,-0.35506574,0.35506574,0.032631548,-0.38815853,0.318553473,0.032631548,-0.417513141,0.278973362,0.032631548,-0.442846872,0.236706585,0.032631548,-0.463915746,0.192160194,0.032631548,-0.480516857,0.145763195,0.032631548,-0.492490329,0.097962417,0.032631548,-0.499720849,0.049218208,0.032631548,-0.502138785,-2.39142E-15,0.032631548,-0.499720849,-0.049218208,0.032631548,-0.492490329,-0.097962417,0.032631548,-0.480516857,-0.145763195,0.032631548,-0.463915746,-0.192160194,0.032631548,-0.442846872,-0.236706585,0.032631548,-0.417513141,-0.278973362,0.032631548,-0.38815853,-0.318553473,0.032631548,-0.35506574,-0.35506574,0.032631548,-0.318553473,-0.38815853,0.032631548,-0.278973362,-0.417513141,0.032631548,-0.236706585,-0.442846872,0.032631548,-0.192160194,-0.463915746,0.032631548,-0.145763195,-0.480516857,0.032631548,-0.097962417,-0.492490329,0.032631548,-0.049218208,-0.499720849,0.032631548,6.59755E-15,-0.502138785,0.032631548,0.049218208,-0.499720849,0.032631548,0.097962417,-0.492490329,0.032631548,0.145763195,-0.480516857,0.032631548,0.192160194,-0.463915746,0.032631548,0.236706585,-0.442846872,0.032631548,0.278973362,-0.417513141,0.032631548,0.318553473,-0.38815853,0.032631548,0.35506574,-0.35506574,0.032631548,0.38815853,-0.318553473,0.032631548,0.417513141,-0.278973362,0.032631548,0.442846872,-0.236706585,0.032631548,0.463915746,-0.192160194,0.032631548,0.480516857,-0.145763195,0.032631548,0.492490329,-0.097962417,0.032631548,0.499720849,-0.049218208,0.032631548
0.5,0,-3.06287E-17,0.497592363,0.04900857,-3.06287E-17,0.49039264,0.097545161,-3.06287E-17,0.478470168,0.145142339,-3.06287E-17,0.461939766,0.191341716,-3.06287E-17,0.440960632,0.235698368,-3.06287E-17,0.415734806,0.277785117,-3.06287E-17,0.386505227,0.317196642,-3.06287E-17,0.353553391,0.353553391,-3.06287E-17,0.317196642,0.386505227,-3.06287E-17,0.277785117,0.415734806,-3.06287E-17,0.235698368,0.440960632,-3.06287E-17,0.191341716,0.461939766,-3.06287E-17,0.145142339,0.478470168,-3.06287E-17,0.097545161,0.49039264,-3.06287E-17,0.04900857,0.497592363,-3.06287E-17,5.8574E-16,0.5,-3.06287E-17,-0.04900857,0.497592363,-3.06287E-17,-0.097545161,0.49039264,-3.06287E-17,-0.145142339,0.478470168,-3.06287E-17,-0.191341716,0.461939766,-3.06287E-17,-0.235698368,0.440960632,-3.06287E-17,-0.277785117,0.415734806,-3.06287E-17,-0.317196642,0.386505227,-3.06287E-17,-0.353553391,0.353553391,-3.06287E-17,-0.386505227,0.317196642,-3.06287E-17,-0.415734806,0.277785117,-3.06287E-17,-0.440960632,0.235698368,-3.06287E-17,-0.461939766,0.191341716,-3.06287E-17,-0.478470168,0.145142339,-3.06287E-17,-0.49039264,0.097545161,-3.06287E-17,-0.497592363,0.04900857,-3.06287E-17,-0.5,-2.38123E-15,-3.06287E-17,-0.497592363,-0.04900857,-3.06287E-17,-0.49039264,-0.097545161,-3.06287E-17,-0.478470168,-0.145142339,-3.06287E-17,-0.461939766,-0.191341716,-3.06287E-17,-0.440960632,-0.235698368,-3.06287E-17,-0.415734806,-0.277785117,-3.06287E-17,-0.386505227,-0.317196642,-3.06287E-17,-0.353553391,-0.353553391,-3.06287E-17,-0.317196642,-0.386505227,-3.06287E-17,-0.277785117,-0.415734806,-3.06287E-17,-0.235698368,-0.440960632,-3.06287E-17,-0.191341716,-0.461939766,-3.06287E-17,-0.145142339,-0.478470168,-3.06287E-17,-0.097545161,-0.49039264,-3.06287E-17,-0.04900857,-0.497592363,-3.06287E-17,6.56945E-15,-0.5,-3.06287E-17,0.04900857,-0.497592363,-3.06287E-17,0.097545161,-0.49039264,-3.06287E-17,0.145142339,-0.478470168,-3.06287E-17,0.191341716,-0.461939766,-3.06287E-17,0.235698368,-0.440960632,-3.06287E-17,0.277785117,-0.415734806,-3.06287E-17,0.317196642,-0.386505227,-3.06287E-17,0.353553391,-0.353553391,-3.06287E-17,0.386505227,-0.317196642,-3.06287E-17,0.415734806,-0.277785117,-3.06287E-17,0.440960632,-0.235698368,-3.06287E-17,0.461939766,-0.191341716,-3.06287E-17,0.478470168,-0.145142339,-3.06287E-17,0.49039264,-0.097545161,-3.06287E-17,0.497592363,-0.04900857,-3.06287E-17
0.502138785,0,-0.032631548,0.499720849,0.049218208,-0.032631548,0.492490329,0.097962417,-0.032631548,0.480516857,0.145763195,-0.032631548,0.463915746,0.192160194,-0.032631548,0.442846872,0.236706585,-0.032631548,0.417513141,0.278973362,-0.032631548,0.38815853,0.318553473,-0.032631548,0.35506574,0.35506574,-0.032631548,0.318553473,0.38815853,-0.032631548,0.278973362,0.417513141,-0.032631548,0.236706585,0.442846872,-0.032631548,0.192160194,0.463915746,-0.032631548,0.145763195,0.480516857,-0.032631548,0.097962417,0.492490329,-0.032631548,0.049218208,0.499720849,-0.032631548,5.88246E-16,0.502138785,-0.032631548,-0.049218208,0.499720849,-0.032631548,-0.097962417,0.492490329,-0.032631548,-0.145763195,0.480516857,-0.032631548,-0.192160194,0.463915746,-0.032631548,-0.236706585,0.442846872,-0.032631548,-0.278973362,0.417513141,-0.032631548,-0.318553473,0.38815853,-0.032631548,-0.35506574,0.35506574,-0.032631548,-0.38815853,0.318553473,-0.032631548,-0.417513141,0.278973362,-0.032631548,-0.442846872,0.236706585,-0.032631548,-0.463915746,0.192160194,-0.032631548,-0.480516857,0.145763195,-0.032631548,-0.492490329,0.097962417,-0.032631548,-0.499720849,0.049218208,-0.032631548,-0.502138785,-2.39142E-15,-0.032631548,-0.499720849,-0.049218208,-0.032631548,-0.492490329,-0.097962417,-0.032631548,-0.480516857,-0.145763195,-0.032631548,-0.463915746,-0.192160194,-0.032631548,-0.442846872,-0.236706585,-0.032631548,-0.417513141,-0.278973362,-0.032631548,-0.38815853,-0.318553473,-0.032631548,-0.35506574,-0.35506574,-0.032631548,-0.318553473,-0.38815853,-0.032631548,-0.278973362,-0.417513141,-0.032631548,-0.236706585,-0.442846872,-0.032631548,-0.192160194,-0.463915746,-0.032631548,-0.145763195,-0.480516857,-0.032631548,-0.097962417,-0.492490329,-0.032631548,-0.049218208,-0.499720849,-0.032631548,6.59755E-15,-0.502138785,-0.032631548,0.049218208,-0.499720849,-0.032631548,0.097962417,-0.492490329,-0.032631548,0.145763195,-0.480516857,-0.032631548,0.192160194,-0.463915746,-0.032631548,0.236706585,-0.442846872,-0.032631548,0.278973362,-0.417513141,-0.032631548,0.318553473,-0.38815853,-0.032631548,0.35506574,-0.35506574,-0.032631548,0.38815853,-0.318553473,-0.032631548,0.417513141,-0.278973362,-0.032631548,0.442846872,-0.236706585,-0.032631548,0.463915746,-0.192160194,-0.032631548,0.480516857,-0.145763195,-0.032631548,0.492490329,-0.097962417,-0.032631548,0.499720849,-0.049218208,-0.032631548
0.508518543,0,-0.064704761,0.506069888,0.049843533,-0.064704761,0.498747502,0.099207046,-0.064704761,0.486621906,0.147615141,-0.064704761,0.469809874,0.194601622,-0.064704761,0.448473317,0.239713982,-0.064704761,0.422817716,0.282517766,-0.064704761,0.39309015,0.322600749,-0.064704761,0.35957691,0.35957691,-0.064704761,0.322600749,0.39309015,-0.064704761,0.282517766,0.422817716,-0.064704761,0.239713982,0.448473317,-0.064704761,0.194601622,0.469809874,-0.064704761,0.147615141,0.486621906,-0.064704761,0.099207046,0.498747502,-0.064704761,0.049843533,0.506069888,-0.064704761,5.9572E-16,0.508518543,-0.064704761,-0.049843533,0.506069888,-0.064704761,-0.099207046,0.498747502,-0.064704761,-0.147615141,0.486621906,-0.064704761,-0.194601622,0.469809874,-0.064704761,-0.239713982,0.448473317,-0.064704761,-0.282517766,0.422817716,-0.064704761,-0.322600749,0.39309015,-0.064704761,-0.35957691,0.35957691,-0.064704761,-0.39309015,0.322600749,-0.064704761,-0.422817716,0.282517766,-0.064704761,-0.448473317,0.239713982,-0.064704761,-0.469809874,0.194601622,-0.064704761,-0.486621906,0.147615141,-0.064704761,-0.498747502,0.099207046,-0.064704761,-0.506069888,0.049843533,-0.064704761,-0.508518543,-2.4218E-15,-0.064704761,-0.506069888,-0.049843533,-0.064704761,-0.498747502,-0.099207046,-0.064704761,-0.486621906,-0.147615141,-0.064704761,-0.469809874,-0.194601622,-0.064704761,-0.448473317,-0.239713982,-0.064704761,-0.422817716,-0.282517766,-0.064704761,-0.39309015,-0.322600749,-0.064704761,-0.35957691,-0.35957691,-0.064704761,-0.322600749,-0.39309015,-0.064704761,-0.282517766,-0.422817716,-0.064704761,-0.239713982,-0.448473317,-0.064704761,-0.194601622,-0.469809874,-0.064704761,-0.147615141,-0.486621906,-0.064704761,-0.099207046,-0.498747502,-0.064704761,-0.049843533,-0.506069888,-0.064704761,6.68138E-15,-0.508518543,-0.064704761,0.049843533,-0.506069888,-0.064704761,0.099207046,-0.498747502,-0.064704761,0.147615141,-0.486621906,-0.064704761,0.194601622,-0.469809874,-0.064704761,0.239713982,-0.448473317,-0.064704761,0.282517766,-0.422817716,-0.064704761,0.322600749,-0.39309015,-0.064704761,0.35957691,-0.35957691,-0.064704761,0.39309015,-0.322600749,-0.064704761,0.422817716,-0.282517766,-0.064704761,0.448473317,-0.239713982,-0.064704761,0.469809874,-0.194601622,-0.064704761,0.486621906,-0.147615141,-0.064704761,0.498747502,-0.099207046,-0.064704761,0.506069888,-0.049843533,-0.064704761
0.519030117,0,-0.095670858,0.516530845,0.050873848,-0.095670858,0.509057099,0.101257753,-0.095670858,0.496680854,0.15066649,-0.095670858,0.479521302,0.198624227,-0.095670858,0.457743697,0.244669103,-0.095670858,0.43155777,0.288357683,-0.095670858,0.401215706,0.32926922,-0.095670858,0.367009715,0.367009715,-0.095670858,0.32926922,0.401215706,-0.095670858,0.288357683,0.43155777,-0.095670858,0.244669103,0.457743697,-0.095670858,0.198624227,0.479521302,-0.095670858,0.15066649,0.496680854,-0.095670858,0.101257753,0.509057099,-0.095670858,0.050873848,0.516530845,-0.095670858,6.08034E-16,0.519030117,-0.095670858,-0.050873848,0.516530845,-0.095670858,-0.101257753,0.509057099,-0.095670858,-0.15066649,0.496680854,-0.095670858,-0.198624227,0.479521302,-0.095670858,-0.244669103,0.457743697,-0.095670858,-0.288357683,0.43155777,-0.095670858,-0.32926922,0.401215706,-0.095670858,-0.367009715,0.367009715,-0.095670858,-0.401215706,0.32926922,-0.095670858,-0.43155777,0.288357683,-0.095670858,-0.457743697,0.244669103,-0.095670858,-0.479521302,0.198624227,-0.095670858,-0.496680854,0.15066649,-0.095670858,-0.509057099,0.101257753,-0.095670858,-0.516530845,0.050873848,-0.095670858,-0.519030117,-2.47186E-15,-0.095670858,-0.516530845,-0.050873848,-0.095670858,-0.509057099,-0.101257753,-0.095670858,-0.496680854,-0.15066649,-0.095670858,-0.479521302,-0.198624227,-0.095670858,-0.457743697,-0.244669103,-0.095670858,-0.43155777,-0.288357683,-0.095670858,-0.401215706,-0.32926922,-0.095670858,-0.367009715,-0.367009715,-0.095670858,-0.32926922,-0.401215706,-0.095670858,-0.288357683,-0.43155777,-0.095670858,-0.244669103,-0.457743697,-0.095670858,-0.198624227,-0.479521302,-0.095670858,-0.15066649,-0.496680854,-0.095670858,-0.101257753,-0.509057099,-0.095670858,-0.050873848,-0.516530845,-0.095670858,6.81949E-15,-0.519030117,-0.095670858,0.050873848,-0.516530845,-0.095670858,0.101257753,-0.509057099,-0.095670858,0.15066649,-0.496680854,-0.095670858,0.198624227,-0.479521302,-0.095670858,0.244669103,-0.457743697,-0.095670858,0.288357683,-0.43155777,-0.095670858,0.32926922,-0.401215706,-0.095670858,0.367009715,-0.367009715,-0.095670858,0.401215706,-0.32926922,-0.095670858,0.43155777,-0.288357683,-0.095670858,0.457743697,-0.244669103,-0.095670858,0.479521302,-0.198624227,-0.095670858,0.496680854,-0.15066649,-0.095670858,0.509057099,-0.101257753,-0.095670858,0.516530845,-0.050873848,-0.095670858
0.533493649,0,-0.125,0.530924731,0.052291522,-0.125,0.523242718,0.104079448,-0.125,0.510521592,0.154865032,-0.125,0.492883863,0.204159181,-0.125,0.470499393,0.251487165,-0.125,0.443583758,0.296393191,-0.125,0.412396168,0.338444788,-0.125,0.377236977,0.377236977,-0.125,0.338444788,0.412396168,-0.125,0.296393191,0.443583758,-0.125,0.251487165,0.470499393,-0.125,0.204159181,0.492883863,-0.125,0.154865032,0.510521592,-0.125,0.104079448,0.523242718,-0.125,0.052291522,0.530924731,-0.125,6.24977E-16,0.533493649,-0.125,-0.052291522,0.530924731,-0.125,-0.104079448,0.523242718,-0.125,-0.154865032,0.510521592,-0.125,-0.204159181,0.492883863,-0.125,-0.251487165,0.470499393,-0.125,-0.296393191,0.443583758,-0.125,-0.338444788,0.412396168,-0.125,-0.377236977,0.377236977,-0.125,-0.412396168,0.338444788,-0.125,-0.443583758,0.296393191,-0.125,-0.470499393,0.251487165,-0.125,-0.492883863,0.204159181,-0.125,-0.510521592,0.154865032,-0.125,-0.523242718,0.104079448,-0.125,-0.530924731,0.052291522,-0.125,-0.533493649,-2.54075E-15,-0.125,-0.530924731,-0.052291522,-0.125,-0.523242718,-0.104079448,-0.125,-0.510521592,-0.154865032,-0.125,-0.492883863,-0.204159181,-0.125,-0.470499393,-0.251487165,-0.125,-0.443583758,-0.296393191,-0.125,-0.412396168,-0.338444788,-0.125,-0.377236977,-0.377236977,-0.125,-0.338444788,-0.412396168,-0.125,-0.296393191,-0.443583758,-0.125,-0.251487165,-0.470499393,-0.125,-0.204159181,-0.492883863,-0.125,-0.154865032,-0.510521592,-0.125,-0.104079448,-0.523242718,-0.125,-0.052291522,-0.530924731,-0.125,7.00952E-15,-0.533493649,-0.125,0.052291522,-0.530924731,-0.125,0.104079448,-0.523242718,-0.125,0.154865032,-0.510521592,-0.125,0.204159181,-0.492883863,-0.125,0.251487165,-0.470499393,-0.125,0.296393191,-0.443583758,-0.125,0.338444788,-0.412396168,-0.125,0.377236977,-0.377236977,-0.125,0.412396168,-0.338444788,-0.125,0.443583758,-0.296393191,-0.125,0.470499393,-0.251487165,-0.125,0.492883863,-0.204159181,-0.125,0.510521592,-0.154865032,-0.125,0.523242718,-0.104079448,-0.125,0.530924731,-0.052291522,-0.125
0.551661665,0,-0.152190357,0.549005263,0.054072299,-0.152190357,0.541061641,0.107623852,-0.152190357,0.527907299,0.160138928,-0.152190357,0.509668921,0.211111779,-0.152190357,0.486522153,0.260051509,-0.152190357,0.458689911,0.3064868,-0.152190357,0.426440234,0.349970455,-0.152190357,0.390083704,0.390083704,-0.152190357,0.349970455,0.426440234,-0.152190357,0.3064868,0.458689911,-0.152190357,0.260051509,0.486522153,-0.152190357,0.211111779,0.509668921,-0.152190357,0.160138928,0.527907299,-0.152190357,0.107623852,0.541061641,-0.152190357,0.054072299,0.549005263,-0.152190357,6.46261E-16,0.551661665,-0.152190357,-0.054072299,0.549005263,-0.152190357,-0.107623852,0.541061641,-0.152190357,-0.160138928,0.527907299,-0.152190357,-0.211111779,0.509668921,-0.152190357,-0.260051509,0.486522153,-0.152190357,-0.3064868,0.458689911,-0.152190357,-0.349970455,0.426440234,-0.152190357,-0.390083704,0.390083704,-0.152190357,-0.426440234,0.349970455,-0.152190357,-0.458689911,0.3064868,-0.152190357,-0.486522153,0.260051509,-0.152190357,-0.509668921,0.211111779,-0.152190357,-0.527907299,0.160138928,-0.152190357,-0.541061641,0.107623852,-0.152190357,-0.549005263,0.054072299,-0.152190357,-0.551661665,-2.62727E-15,-0.152190357,-0.549005263,-0.054072299,-0.152190357,-0.541061641,-0.107623852,-0.152190357,-0.527907299,-0.160138928,-0.152190357,-0.509668921,-0.211111779,-0.152190357,-0.486522153,-0.260051509,-0.152190357,-0.458689911,-0.3064868,-0.152190357,-0.426440234,-0.349970455,-0.152190357,-0.390083704,-0.390083704,-0.152190357,-0.349970455,-0.426440234,-0.152190357,-0.3064868,-0.458689911,-0.152190357,-0.260051509,-0.486522153,-0.152190357,-0.211111779,-0.509668921,-0.152190357,-0.160138928,-0.527907299,-0.152190357,-0.107623852,-0.541061641,-0.152190357,-0.054072299,-0.549005263,-0.152190357,7.24823E-15,-0.551661665,-0.152190357,0.054072299,-0.549005263,-0.152190357,0.107623852,-0.541061641,-0.152190357,0.160138928,-0.527907299,-0.152190357,0.211111779,-0.509668921,-0.152190357,0.260051509,-0.486522153,-0.152190357,0.3064868,-0.458689911,-0.152190357,0.349970455,-0.426440234,-0.152190357,0.390083704,-0.390083704,-0.152190357,0.426440234,-0.349970455,-0.152190357,0.458689911,-0.3064868,-0.152190357,0.486522153,-0.260051509,-0.152190357,0.509668921,-0.211111779,-0.152190357,0.527907299,-0.160138928,-0.152190357,0.541061641,-0.107623852,-0.152190357,0.549005263,-0.054072299,-0.152190357
